canonical_name,developer,operator,status_current,status_current_date,state,city,lat,long,capacity_mw,capacity_mw_source_confidence,source_url
Equinix SV3,Equinix,Equinix,operational,,CA,San Jose,37.33939,-121.89496,,none,https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/silicon-valley-data-centers
Equinix SV4,Equinix,Equinix,operational,,CA,Sunnyvale,37.36883,-122.03635,,none,https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/silicon-valley-data-centers
Equinix SV5,Equinix,Equinix,operational,,CA,San Jose,37.33939,-121.89496,,none,https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/silicon-valley-data-centers
Equinix SV8,Equinix,Equinix,operational,,CA,Palo Alto,37.44188,-122.14302,,none,https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/silicon-valley-data-centers
Equinix SV9,Equinix,Equinix,operational,,CA,San Francisco,37.77823,-122.4425,,none,https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/silicon-valley-data-centers
Essential Utilities Data Center,Essential Utilities,,announced,2025-02-04,PA,Waynesburg,39.89646,-80.17923,944,medium,https://www.heraldstandard.com/news/local/essential-utilities-announces-plans-for-giant-data-center-campus/article_3f51f3ae-e11b-11ef-ae1b-e7d58f6d14df.html
Expedient Baltimore Owings Mills,Expedient,Expedient,operational,,MD,Owings Mills,39.41955,-76.78025,3.6,medium,https://www.datacenters.com/providers/expedient/data-center-locations
Expedient Baltimore Tide Point,Expedient,Expedient,operational,,MD,Baltimore,38.48484,-75.82466,3.5,medium,https://expedient.com/data-centers/baltimore/
Expedient Boston Medford,Expedient,Expedient,operational,,MA,Medford,42.41843,-71.10616,,none,https://www.datacenters.com/providers/expedient/data-center-locations
Expedient Cleveland 151 NEO,Expedient,Expedient,operational,,OH,Cleveland,41.4995,-81.69541,,none,https://www.datacenters.com/providers/expedient/data-center-locations
Expedient Cleveland 152 NEO,Expedient,Expedient,operational,,OH,Cleveland,41.4995,-81.69541,,none,https://www.datacenters.com/providers/expedient/data-center-locations
Expedient Columbus Dublin,Expedient,Expedient,operational,,OH,Dublin,40.09923,-83.11408,,none,https://www.datacenters.com/providers/expedient/data-center-locations
Expedient Columbus Upper Arlington,Expedient,Expedient,operational,,OH,Upper Arlington,39.99451,-83.06241,,none,https://www.datacenters.com/providers/expedient/data-center-locations
Expedient Denver Centennial,Expedient,Expedient,operational,,CO,Centennial,39.57916,-104.87692,,none,https://www.datacenters.com/providers/expedient/data-center-locations
Expedient Indianapolis Carmel,Expedient,Expedient,operational,,IN,Carmel,39.97837,-86.11804,,none,https://www.datacenters.com/providers/expedient/data-center-locations
Expedient Memphis,Expedient,Expedient,operational,,TN,Memphis,35.14953,-90.04898,,none,https://www.datacenters.com/providers/expedient/data-center-locations
Expedient Milwaukee,Expedient,Expedient,operational,,WI,Franklin,42.88863,-88.03842,,none,https://www.datacenters.com/providers/expedient/data-center-locations
Expedient Phoenix North Mountain,Expedient,Expedient,operational,,AZ,Phoenix,33.44838,-112.07404,,none,https://www.datacenters.com/providers/expedient/data-center-locations
Expedient Pittsburgh Green Tree,Expedient,Expedient,operational,,PA,Pittsburgh,40.44062,-79.99589,,none,https://www.datacenters.com/providers/expedient/data-center-locations
Expedient Pittsburgh North Shore,Expedient,Expedient,operational,,PA,Pittsburgh,40.44062,-79.99589,,none,https://www.datacenters.com/providers/expedient/data-center-locations
Fairview Crossroads Data Center,Fairview Crossroads LLC,Fairview Crossroads LLC,permitting,2025-06-28,PA,Fairview,42.03145,-80.25534,,none,https://www.pennlive.com/business/2025/07/750000-square-foot-data-center-planned-along-interstate-83.html
Fermi America Project Matador,Fermi America,Fermi America,under_construction,2025-10-01,TX,Amarillo,35.222,-101.8313,17000,low,https://www.distilled.earth/p/the-worlds-largest-planned-data-center
Fermi America Project Matador,Fermi America,Fermi America,under_construction,2025-10-01,TX,Carson County,35.40351,-101.35418,17000,low,https://www.texastech.edu/stories/25-06-ttu-system-and-fermi-america-announce-partnership.php
Flexential Atlanta Alpharetta,Flexential,Flexential,operational,,GA,Alpharetta,34.07538,-84.29409,6,high,https://www.flexential.com/data-centers/ga/atlanta/alpharetta-data-center
Flexential Atlanta Douglasville 1,Flexential,Flexential,operational,,GA,Douglasville,33.7515,-84.74771,22,high,https://www.flexential.com/data-centers/ga/atlanta/douglasville-data-center
Flexential Atlanta Douglasville 2,Flexential,Flexential,operational,,GA,Douglasville,33.7515,-84.74771,36,high,https://www.flexential.com/data-centers/ga/atlanta/douglasville-2-data-center
Flexential Atlanta Norcross 1,Flexential,Flexential,operational,,GA,Norcross,33.94121,-84.21353,1,high,https://www.flexential.com/data-centers/ga/atlanta/norcross-data-center
Flexential Atlanta Norcross 2,Flexential,Flexential,operational,,GA,Norcross,33.94121,-84.21353,4,high,https://www.flexential.com/data-centers/ga/atlanta/norcross-2-data-center
Flexential Charlotte North,Flexential,Flexential,operational,,NC,Charlotte,35.22709,-80.84313,3,high,https://www.flexential.com/data-centers/nc/charlotte/north-data-center
Flexential Charlotte South,Flexential,Flexential,operational,,NC,Charlotte,35.22709,-80.84313,2,high,https://www.flexential.com/data-centers/nc/charlotte/south-data-center
Flexential Cincinnati,Flexential,Flexential,operational,,OH,Cincinnati,39.12711,-84.51439,3,high,https://www.flexential.com/data-centers/oh/cincinnati/data-center
Flexential Dallas Downtown,Flexential,Flexential,operational,,TX,Dallas,32.76663,-96.77787,6,high,https://www.flexential.com/data-centers/tx/dallas/downtown-data-center
Flexential Dallas Plano,Flexential,Flexential,operational,,TX,Plano,33.01984,-96.69889,18,high,https://www.flexential.com/data-centers/tx/dallas/plano-data-center
Flexential Dallas Richardson,Flexential,Flexential,operational,,TX,Richardson,32.94818,-96.72972,3,high,https://www.flexential.com/data-centers/tx/dallas/richardson-data-center
Flexential Denver Aurora,Flexential,Flexential,operational,,CO,Aurora,39.72943,-104.83192,6,high,https://www.flexential.com/data-centers/co/denver/aurora-data-center
Flexential Denver Centennial,Flexential,Flexential,operational,,CO,Centennial,39.57916,-104.87692,1,high,https://www.flexential.com/data-centers/co/denver/centennial-data-center
Flexential Denver Englewood,Flexential,Flexential,operational,,CO,Englewood,39.64777,-104.98776,18,high,https://www.flexential.com/data-centers/co/denver/englewood-data-center
Flexential Denver Parker,Flexential,Flexential,operational,,CO,Parker,39.5186,-104.76136,22,high,https://www.flexential.com/data-centers/co/denver/parker-data-center
Flexential Fort Lauderdale,Flexential,Flexential,operational,,FL,Fort Lauderdale,26.12231,-80.14338,3,high,https://www.flexential.com/data-centers/fl/fort-lauderdale/data-center
Flexential Jacksonville,Flexential,Flexential,operational,,FL,Jacksonville,30.33218,-81.65565,1,high,https://www.flexential.com/data-centers/fl/jacksonville/data-center
Flexential Las Vegas Downtown,Flexential,Flexential,operational,,NV,Las Vegas,36.17497,-115.13722,1,high,https://www.flexential.com/data-centers/nv/las-vegas/downtown-data-center
Flexential Las Vegas North,Flexential,Flexential,operational,,NV,North Las Vegas,36.19886,-115.1175,9,high,https://www.flexential.com/data-centers/nv/las-vegas/north-data-center
Flexential Louisville Downtown,Flexential,Flexential,operational,,KY,Louisville,38.25424,-85.75941,3,high,https://www.flexential.com/data-centers/ky/louisville/downtown-data-center
Flexential Louisville East,Flexential,Flexential,operational,,KY,Louisville,38.25424,-85.75941,1,high,https://www.flexential.com/data-centers/ky/louisville/east-data-center
Flexential Minneapolis Chaska,Flexential,Flexential,operational,,MN,Chaska,44.78941,-93.60218,9,high,https://www.flexential.com/data-centers/mn/minneapolis/chaska-data-center
Flexential Nashville Brentwood,Flexential,Flexential,operational,,TN,Brentwood,36.03312,-86.78278,1,high,https://www.flexential.com/data-centers/tn/nashville/brentwood-data-center
Flexential Nashville Cool Springs,Flexential,Flexential,operational,,TN,Franklin,35.15496,-86.09218,8,high,https://www.flexential.com/data-centers/tn/nashville/cool-springs-data-center
Flexential Nashville Franklin,Flexential,Flexential,operational,,TN,Franklin,35.15496,-86.09218,6,high,https://www.flexential.com/data-centers/tn/nashville/franklin-data-center
Flexential North Tampa,Flexential,Flexential,operational,,FL,Tampa,27.94752,-82.45843,3,high,https://www.flexential.com/data-centers/fl/tampa/north-data-center
Flexential Philadelphia Collegeville,Flexential,Flexential,operational,,PA,Collegeville,40.18566,-75.45157,7,high,https://www.flexential.com/data-centers/pa/philadelphia/collegeville-data-center
Flexential Phoenix Deer Valley,Flexential,Flexential,operational,,AZ,Phoenix,33.44838,-112.07404,5,high,https://www.flexential.com/data-centers/az/phoenix/deer-valley-data-center
Flexential Portland Hillsboro 1,Flexential,Flexential,operational,,OR,Hillsboro,45.52289,-122.98983,5,high,https://www.flexential.com/data-centers/or/portland/hillsboro1-data-center
Flexential Portland Hillsboro 2,Flexential,Flexential,operational,,OR,Hillsboro,45.52289,-122.98983,18,high,https://www.flexential.com/data-centers/or/portland/hillsboro2-data-center
Flexential Portland Hillsboro 3,Flexential,Flexential,operational,,OR,Hillsboro,45.52289,-122.98983,36,high,https://www.flexential.com/data-centers/or/portland/hillsboro3-data-center
Flexential Portland Hillsboro 4,Flexential,Flexential,operational,,OR,Hillsboro,45.52289,-122.98983,18,high,https://www.flexential.com/data-centers/or/portland/hillsboro4-data-center
Flexential Portland Hillsboro 5,Flexential,Flexential,operational,,OR,Hillsboro,45.52289,-122.98983,36,high,https://www.flexential.com/data-centers/or/portland/hillsboro5-data-center
Flexential Portland Hillsboro 6,Flexential,Flexential,operational,,OR,Hillsboro,45.52289,-122.98983,27,high,https://www.flexential.com/data-centers/or/portland/hillsboro6-data-center
Flexential Raleigh,Flexential,Flexential,operational,,NC,Morrisville,35.82348,-78.82556,4,high,https://www.flexential.com/data-centers/nc/raleigh/data-center
Flexential Richmond,Flexential,Flexential,operational,,VA,Richmond,37.93705,-76.72968,2,high,https://www.flexential.com/data-centers/va/richmond/data-center
Flexential Salt Lake City Downtown,Flexential,Flexential,operational,,UT,Salt Lake City,40.76078,-111.89105,2,high,https://www.flexential.com/data-centers/ut/salt-lake-city/downtown-data-center
Flexential Salt Lake City Fair Park,Flexential,Flexential,operational,,UT,Salt Lake City,40.76078,-111.89105,,none,https://www.flexential.com/data-centers/ut/salt-lake-city/fair-park-data-center
Flexential Salt Lake City Millcreek,Flexential,Flexential,operational,,UT,Salt Lake City,40.76078,-111.89105,1,high,https://www.flexential.com/data-centers/ut/salt-lake-city/millcreek-data-center
Flexential Salt Lake City South Valley,Flexential,Flexential,operational,,UT,West Jordan,40.60967,-111.9391,1,high,https://www.flexential.com/data-centers/ut/salt-lake-city/south-valley-data-center
Flexential West Tampa,Flexential,Flexential,operational,,FL,Tampa,27.94752,-82.45843,1,high,https://www.flexential.com/data-centers/fl/tampa/west-data-center
Foxconn Lordstown,Foxconn/SoftBank,Foxconn,under_construction,2025-10-28,OH,Lordstown,41.16561,-80.85758,,none,https://businessjournaldaily.com/preparation-work-begins-on-lordstown-data-center/
Foxconn Mount Pleasant,Foxconn/Microsoft,Microsoft,operational,2026-01-27,WI,Mount Pleasant,42.69743,-87.85577,,none,https://www.datacenterdynamics.com/en/news/microsoft-given-greenlight-for-15-more-data-center-buildings-in-mount-pleasant-wisconsin/
Frattalone Companies - Monticello Tech Campus,Frattalone Companies (Monticello Tech LLC),undisclosed,permitting,2025-11-18,MN,Monticello,45.30552,-93.79414,400,low,https://www.datacenterdynamics.com/en/news/two-data-center-projects-planned-for-monticello-minnesota/
Frattalone Companies - Monticello Tech Park Phase 1,Frattalone Companies (Monticello Tech LLC),undisclosed,under_construction,2026-04-01,MN,Monticello,45.30552,-93.79414,400,medium,https://monticellodatacenterjobs.com/monticello-mn-data-center-construction-timeline/
Frontier Group - Conesville Industrial Park,Frontier Group of Companies,Aligned Data Centers,under_construction,2025-07-24,OH,Coshocton,40.30164,-81.92001,600,low,https://frontier-companies.com/data-centers/
Frontier Group - Shippingport Industrial Park,Frontier Group of Companies,Aligned Data Centers,approved,2025-07-15,PA,Shippingport,40.63201,-80.41395,3600,low,https://www.nationalfuel.com/news/the-frontier-group-of-companies-to-transform-bruce-mansfield-power-plant-into-state-of-the-art-natural-gas-power-plant-supporting-americas-energy-goals-and-pennsylvanias-economic-gr/
Galaxy Digital Helios,Galaxy Digital,Galaxy Digital,under_construction,2026-01-16,TX,Spur,33.47648,-100.85569,1600,high,https://www.datacenterdynamics.com/en/news/galaxy-secures-approval-for-more-than-800mw-at-helios-campus-in-texas/
Gigaland Remington,GigaLand LLC,Equinix (assumed),paused,2025-09-01,VA,Remington,38.53374,-77.80833,800,low,https://www.datacenterdynamics.com/en/news/plans-for-800mw-gigaland-data-center-campus-withdrawn-in-fauquier-county-virginia/
Goodman Innovation Centre San Jose,Goodman Group,,announced,2025-10-28,CA,San Jose,37.33939,-121.89496,97,medium,https://www.datacenterdynamics.com/en/news/goodman-plans-97mw-data-center-in-silicon-valley/
Goodman LAX01 Vernon,Goodman Group,DataBank,under_construction,2026-04-07,CA,Vernon,34.0039,-118.23007,32,high,https://www.databank.com/resources/press-releases/databank-and-goodman-group-partner-to-open-new-landmark-data-center-in-los-angeles/
Google Armstrong County,Google,Google,under_construction,2025-05-01,TX,Claude,35.11172,-101.36322,,,https://blog.google/company-news/inside-google/company-announcements/google-american-innovation-texas/
Google Berkeley County,Google,Google,operational,2007-01-01,SC,Moncks Corner,33.19632,-80.01429,,,https://datacenters.google/locations
Google Cedar Rapids,Google,Google,under_construction,2025-05-01,IA,Cedar Rapids,42.00833,-91.64407,,,https://datacenters.google/locations
Google Chesterfield County,Google,Google,announced,2025-01-01,VA,Chesterfield,37.37709,-77.50499,,,https://datacenters.google/locations
Google Columbus,Google,Google,under_construction,2024-01-01,OH,Lockbourne,39.80923,-82.9724,,,https://datacenters.google/locations/ohio
Google Council Bluffs,Google,Google,operational,2009-01-01,IA,Council Bluffs,41.26194,-95.86083,500,medium,https://aidatacenterindex.com/datacenters/google-iowa-council-bluffs-ai-data-center.html
Google Dorchester County,Google,Google,under_construction,2024-09-01,SC,Ridgeville,33.09572,-80.31537,,,https://www.datacenterdynamics.com/en/news/google-breaks-ground-on-two-data-center-campuses-in-south-carolina-at-33bn/
Google Dorchester County St George,Google,Google,under_construction,2024-09-01,SC,St George,33.186,-80.57565,,,https://www.datacenterdynamics.com/en/news/google-breaks-ground-on-two-data-center-campuses-in-south-carolina-at-33bn/
Google Douglas County,Google,Google,operational,2003-01-01,GA,Lithia Springs,33.794,-84.66049,,,https://datacenters.google/locations
Google Haskell County,Google,Google,under_construction,2025-11-01,TX,Haskell,33.17823,-99.7303,,,https://blog.google/company-news/inside-google/company-announcements/google-american-innovation-texas/
Google Henderson,Google,Google,operational,2021-01-01,NV,Henderson,36.0397,-114.98194,60,low,https://cleanview.co/public/data-centers/nevada/965/henderson-data-center
Google Jackson County,Google,Google,operational,2019-01-01,AL,Bridgeport,34.94758,-85.71442,,,https://www.madeinalabama.com/2019/02/utility-scale-solar-projects-brighten-alabamas-tech-recruitment-efforts/
Google Lancaster,Google,Google,operational,2024-01-01,OH,Lancaster,39.71368,-82.59933,,,https://baxtel.com/data-center/google-lancaster-oh
Google Lenoir,Google,Google,operational,2009-01-01,NC,Lenoir,35.01626,-80.07839,,,https://datacenters.google/locations
Google Lincoln,Google,Google,operational,2024-01-01,NE,Lincoln,41.04777,-100.74523,,,https://datacenters.google/locations/nebraska
Google Loudoun County,Google,Google,operational,2021-01-01,VA,Leesburg,39.11566,-77.5636,60,low,https://baxtel.com/data-center/google-leesburg-gateway
Google Mayes County,Google,Google,operational,2011-01-01,OK,Pryor,36.30843,-95.31691,65,medium,https://www.datacenter.fyi/public-record/google-pryor-north-be7b42dd
Google Mesa,Google,Google,under_construction,2024-01-01,AZ,Mesa,33.42227,-111.82264,,,https://datacenters.google/locations
Google Midlothian,Google,Google,operational,2019-01-01,TX,Midlothian,32.48236,-96.99445,85,medium,https://www.datacenter.fyi/facility/google-midlothian-tx-3522f6b6
Google Montgomery County,Google,Google,operational,2019-11-01,TN,Clarksville,36.52977,-87.35945,,,https://www.tnadvancedenergy.com/google-opens-clarksville-montgomery-county-data-center/
Google Muskogee County,Google,Google,announced,2025-08-01,OK,Summit,35.66593,-95.42275,,,https://www.news9.com/oklahoma-city-news/where-are-data-centers-are-being-built-oklahoma-list
Google New Albany,Google,Google,operational,2019-01-01,OH,New Albany,40.08117,-82.80879,407,medium,https://www.datacenter.fyi/project/google-new-albany-7310a596
Google Oklahoma City,Google,Google,under_construction,2025-08-01,OK,Sand Springs,36.13981,-96.10889,,,https://www.oklahoman.com/story/business/2025/08/13/google-announces-new-data-center-in-stillwater-expansion-in-pryor/85640825007/
Google Omaha,Google,Google,operational,2024-01-01,NE,Omaha,41.25626,-95.94043,,,https://datacenters.google/locations/nebraska
Google Papillion,Google,Google,operational,2021-01-01,NE,Papillion,41.15444,-96.04224,250,low,https://cleanview.co/public/data-centers/nebraska/913/papillion-data-center---phase-1
Google Pine Island,Google,Google,under_construction,2026-02-01,MN,Pine Island,44.20135,-92.6463,,,https://blog.google/innovation-and-ai/infrastructure-and-cloud/global-network/data-center-pine-island/
Google Red Oak,Google,Google,operational,2023-01-01,TX,Red Oak,32.51764,-96.80444,266,medium,https://www.datacenter.fyi/facility/google-tx-f8cfce73
Google Stillwater,Google,Google,announced,2025-03-01,OK,Stillwater,36.11561,-97.05837,,,https://www.datacenterdynamics.com/en/news/google-behind-ai-data-center-campus-in-stillwater-oklahoma/
Google Storey County,Google,Google,operational,2021-01-01,NV,Sparks,39.53491,-119.75269,,,https://datacenters.google/locations/storey-county-nevada
Google The Dalles,Google,Google,operational,2006-01-01,OR,The Dalles,45.59456,-121.17868,,,https://datacenters.google/locations
Google West Memphis,Google,Google,announced,2025-01-01,AR,West Memphis,35.14648,-90.18454,,,https://datacenters.google/locations
Google Wilbarger County,Google,Google,under_construction,2026-02-01,TX,Vernon,34.15536,-99.26628,,,https://www.datacenterdynamics.com/en/news/google-to-develop-clean-energy-colocated-data-center-in-wilbarger-county-texas/
H5 Data Centers Albuquerque,H5 Data Centers,H5 Data Centers,operational,,NM,Albuquerque,35.08449,-106.65114,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Ashburn,H5 Data Centers,H5 Data Centers,operational,,VA,Ashburn,39.04372,-77.48749,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Atlanta,H5 Data Centers,H5 Data Centers,operational,,GA,Atlanta,33.749,-84.38798,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Buffalo,H5 Data Centers,H5 Data Centers,operational,,NY,Lockport,43.17061,-78.69031,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Charlotte,H5 Data Centers,H5 Data Centers,operational,,NC,Charlotte,35.22709,-80.84313,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Chicago,H5 Data Centers,H5 Data Centers,operational,,IL,Chicago,41.85003,-87.65005,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Cincinnati,H5 Data Centers,H5 Data Centers,operational,,OH,Cincinnati,39.12711,-84.51439,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Cincinnati II,H5 Data Centers,H5 Data Centers,operational,,OH,Cincinnati,39.12711,-84.51439,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Cleveland,H5 Data Centers,H5 Data Centers,operational,,OH,Cleveland,41.4995,-81.69541,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Denver,H5 Data Centers,H5 Data Centers,operational,,CO,Greenwood Village,39.61721,-104.95081,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Herndon,H5 Data Centers,H5 Data Centers,operational,,VA,Herndon,38.96955,-77.3861,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Minneapolis,H5 Data Centers,H5 Data Centers,operational,,MN,Saint Paul,44.94441,-93.09327,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Nashville,H5 Data Centers,H5 Data Centers,operational,,TN,Nashville,36.16589,-86.78444,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers New Jersey,H5 Data Centers,H5 Data Centers,operational,,NJ,Secaucus,40.78955,-74.05653,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers New York,H5 Data Centers,H5 Data Centers,operational,,NY,New York,40.77427,-73.96981,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Omaha,H5 Data Centers,H5 Data Centers,operational,,NE,La Vista,41.18389,-96.03113,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Philadelphia,H5 Data Centers,H5 Data Centers,operational,,PA,Philadelphia,40.00764,-75.13396,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Phoenix,H5 Data Centers,H5 Data Centers,operational,,AZ,Chandler,33.30616,-111.84125,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Pittsburgh,H5 Data Centers,H5 Data Centers,operational,,PA,Pittsburgh,40.44062,-79.99589,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Portland,H5 Data Centers,H5 Data Centers,operational,,OR,Portland,45.52345,-122.67621,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Quincy,H5 Data Centers,H5 Data Centers,operational,,WA,Quincy,47.2343,-119.85255,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Quincy II,H5 Data Centers,H5 Data Centers,operational,,WA,Quincy,47.2343,-119.85255,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Quincy III,H5 Data Centers,H5 Data Centers,operational,,WA,Quincy,47.2343,-119.85255,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers San Antonio,H5 Data Centers,H5 Data Centers,operational,,TX,San Antonio,29.42412,-98.49363,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers San Luis Obispo,H5 Data Centers,H5 Data Centers,operational,,CA,San Luis Obispo,35.38742,-120.4522,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Seattle,H5 Data Centers,H5 Data Centers,operational,,WA,Seattle,47.60621,-122.33207,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Silicon Valley,H5 Data Centers,H5 Data Centers,operational,,CA,Sunnyvale,37.36883,-122.03635,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers St Louis,H5 Data Centers,H5 Data Centers,operational,,MO,St. Louis,38.64068,-90.44341,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
H5 Data Centers Tampa,H5 Data Centers,H5 Data Centers,operational,,FL,Tampa,27.94752,-82.45843,,none,https://h5datacenters.com/colocation.html
H5 Data Centers Virginia Chantilly,H5 Data Centers,H5 Data Centers,operational,,VA,Chantilly,38.89428,-77.4311,,none,https://www.datacenters.com/providers/h5-data-centers/data-center-locations
Harrisburg I LLC Dauphin Highlands,Harrisburg I LLC (Provident Realty),Provident Data Centers,announced,2025-08-20,PA,Harrisburg,40.2737,-76.88442,,none,https://www.pennlive.com/business/2025/08/dauphin-county-golf-course-sold-for-456m-to-a-firm-that-wants-to-build-a-data-center.html
Hillwood 75 South Data Center Campus,Hillwood Development,,announced,2026-01-30,GA,Spalding County,33.26087,-84.28416,,none,https://www.datacenterdynamics.com/en/news/hillwood-affiliate-files-to-develop-22-million-sq-ft-data-center-campus-outside-atlanta-georgia/
Hillwood Joliet Technology Center,Hillwood Development,PowerHouse Data Centers,approved,2026-03-19,IL,Joliet,41.52519,-88.0834,1800,medium,https://www.datacenterdynamics.com/en/news/approval-given-to-20bn-data-center-near-chicago-illinois/
Hillwood T5@Alliance,Hillwood Development,T5 Data Centers,operational,2017-10-10,TX,Fort Worth,32.72541,-97.32085,400,high,https://t5datacenters.com/resources/t5-and-hillwood-and-ipi/
Hobart Devco Campus,Hobart Devco LLC,,approved,2025-03-26,IN,Hobart,41.53226,-87.25504,,none,https://www.datacenterdynamics.com/en/news/data-center-in-hobart-indiana-gets-green-light-for-rezoning/
Homer City Redevelopment,Stronghold Digital Mining/HCI,Stronghold Digital Mining,under_construction,2025-12-03,PA,Homer City,40.5434,-79.16226,4500,medium,https://www.bizjournals.com/pittsburgh/inno/stories/fundings/2024/12/03/homercity-power-datacenter.html
Hut 8 Illinois Project 4,Hut 8 Corp,Hut 8 Corp,announced,2025-08-26,IL,Undisclosed,,,50,medium,https://www.datacenterdynamics.com/en/news/hut-8-announces-four-data-center-projects-totaling-15gw-across-us/
Hut 8 Logan Prairie,Hut 8 Corp,Hut 8 Corp,permitting,2025-08-27,IL,Logan County,40.12456,-89.36755,50,low,https://www.datacenterdynamics.com/en/news/hut-8-announces-four-data-center-projects-totaling-15gw-across-us/
Hut 8 River Bend,Hut 8 Corp,Hut 8 Corp,under_construction,2025-12-17,LA,Baton Rouge,30.44332,-91.18747,300,high,https://www.hut8.com/news-insights/press-releases/hut-8-signs-15-year-245-mw-ai-data-center-lease-at-river-bend-campus-with-total-contract-value
Hut 8 River Bend,Hut 8 Corp,Hut 8 Corp,under_construction,2025-12-17,LA,West Feliciana Parish,30.87977,-91.42003,300,medium,https://www.opportunitylouisiana.gov/news/hut-8-selects-southeast-louisiana-as-site-of-10-billion-artificial-intelligence-data-center
Hut 8 Salt Creek,Hut 8 Corp,Hut 8 Corp,operational,2024-01-01,TX,Culberson County,31.44716,-104.51742,63,medium,https://www.datacenter.fyi/project/hut-8-salt-creek-127ce2eb
Hut 8 Texas Project 2,Hut 8 Corp,Hut 8 Corp,announced,2025-08-26,TX,Undisclosed,,,1000,medium,https://www.datacenterdynamics.com/en/news/hut-8-announces-four-data-center-projects-totaling-15gw-across-us/
Hut 8 Texas Project 2,Hut 8 Corp,Hut 8 Corp,permitting,2025-08-27,TX,Texas,,,1000,low,https://www.datacenterdynamics.com/en/news/hut-8-announces-four-data-center-projects-totaling-15gw-across-us/
Hut 8 Texas Project 3,Hut 8 Corp,Hut 8 Corp,announced,2025-08-26,TX,Undisclosed,,,180,medium,https://www.datacenterdynamics.com/en/news/hut-8-announces-four-data-center-projects-totaling-15gw-across-us/
Hut 8 Texas Project 3,Hut 8 Corp,Hut 8 Corp,permitting,2025-08-27,TX,Texas,,,180,low,https://www.datacenterdynamics.com/en/news/hut-8-announces-four-data-center-projects-totaling-15gw-across-us/
Hut 8 Vega,Hut 8 Corp,Hut 8 Corp,operational,2025-06-30,TX,Vega,35.24283,-102.42826,205,high,https://www.hut8.com/news-insights/press-releases/hut-8-energizes-vega-data-center
INAP Atlanta 1033 Jefferson,INAP,INAP,operational,,GA,Atlanta,33.749,-84.38798,,none,https://cloudandcolocation.com/colocation-provider/inap/
INAP Atlanta 250 Williams,INAP,INAP,operational,,GA,Atlanta,33.749,-84.38798,,none,https://cloudandcolocation.com/colocation-provider/inap/
INAP Boston 50 Innerbelt,INAP,INAP,operational,,MA,Somerville,42.3876,-71.0995,,none,https://cloudandcolocation.com/colocation-provider/inap/
INAP Boston 70 Innerbelt,INAP,INAP,operational,,MA,Somerville,42.3876,-71.0995,,none,https://cloudandcolocation.com/colocation-provider/inap/
INAP Chicago 350 Cermak,INAP,INAP,operational,,IL,Chicago,41.85003,-87.65005,,none,https://fcm360.com/services/colocation-management/internap-internet-colcation-service/
INAP Chicago Elk Grove,INAP,INAP,operational,,IL,Elk Grove Village,42.00392,-87.97035,,none,https://cloudandcolocation.com/colocation-provider/inap/
