lab_name,model_name,release_date,context_window_tokens,input_cost_usd_per_1m,output_cost_usd_per_1m,throughput_tokens_per_sec,swe_bench_verified_pct,mmlu_pct,weights,status,source_url,notes
Meta AI,Llama 3.2 3B,2024-09-25,131000,0.04,0.08,172,N/A,N/A,open,active,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,"Released September 25, 2024. 131K context. Text-only edge model. API pricing: $0.04/1M input, $0.08/1M output (Llamagate). Throughput: 172 tok/s. Source: https://cloudprice.net/models/meta-llama-3-2-3b"
Meta AI,Llama 3.2 90B Vision,2024-09-25,128000,0.72,0.72,N/A,N/A,N/A,open,active,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,"Released September 25, 2024. Largest multimodal Llama 3.2. 128K context. API pricing: ~$0.72/1M input/output. Includes text capabilities of Llama 3.1 70B. MMMU: ~68.8%. Not available in EU due to regulatory restrictions. Source: https://huggingface.co/meta-llama/Llama-3.2-90B-Vision-Instruct"
NVIDIA,Llama-3.1-Nemotron-70B,2024-10-01,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/nvidia/Llama-3.1-Nemotron-70B-Instruct,Post-trained on Llama 3.1 70B. Released October 2024. Strong on alignment and instruction-following benchmarks. Key dataset: HelpSteer2. Part of NVIDIA's Llama Nemotron Collection. NVIDIA Open Model License. Source: https://www.interconnects.ai/p/why-nvidia-builds-open-models-with
Google DeepMind,Gemma 2 JPN 7B,2024-10-03,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://ai.google.dev/gemma/docs/releases,"Japanese-language Gemma 2 variants. Released October 3, 2024. Source: https://ai.google.dev/gemma/docs/releases"
Mistral AI,Ministral 3B,2024-10-16,128000,0.04,0.04,N/A,N/A,61.6,open,active,https://developer.puter.com/ai/mistralai/ministral-3b/,"Compact 3B parameter model optimized for edge deployment on phones, laptops, IoT devices. Apache 2.0 license."
Mistral AI,Ministral 8B,2024-10-16,128000,0.1,0.1,N/A,N/A,65,open,active,https://simple.wikipedia.org/wiki/Mistral_AI,Larger edge model. Exceptional performance-to-price ratio. Launched October 2024 alongside Ministral 3B.
Anthropic,Claude 3.5 Haiku,2024-10-22,200000,0.8,4,N/A,N/A,N/A,closed,deprecated,https://originality.ai/blog/claude-ai-statistics,Speed/cost tier for Claude 3.5 generation. Improved reasoning and coding vs Haiku 3.
Anthropic,Claude 3.5 Sonnet v2,2024-10-22,200000,3,15,N/A,N/A,88.7,closed,deprecated,https://originality.ai/blog/claude-ai-statistics,Updated version with computer use capability introduced. Improved coding over original 3.5 Sonnet.
Zhipu AI,GLM-4-Voice,2024-10-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,active,https://github.com/THUDM/GLM-4-Voice,"End-to-end speech large language model. Can adjust tone and dialect. Simulates real emotional expressions, pauses, and breaths. Similar to GPT-4o's audio capabilities. Released alongside AutoGLM agent."
Alibaba,Qwen2.5-Coder-32B-Instruct,2024-11-12,131072,0.2,0.2,N/A,N/A,75.1,open,active,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,Specialized coding models. LiveCodeBench 2407-2409: 31.4% (32B-Instruct). CRUXEval-I: 56.5. MultiPL-E: 70.4. ```
Mistral AI,Mistral Large 2.1,2024-11-18,131000,2,6,N/A,N/A,N/A,gated,active,https://legal.mistral.ai/ai-governance/models/mistral-large-2411,API ID: mistral-large-2411. Updated version of Mistral Large 2 with improved capabilities. Pixtral Large released simultaneously.
Mistral AI,Mistral Moderation,2024-11-18,8000,N/A,N/A,N/A,N/A,N/A,closed,active,https://docs.mistral.ai/getting-started/changelog,Content moderation tool for identifying and managing harmful text content.
Mistral AI,Pixtral Large,2024-11-18,131000,2,6,N/A,N/A,N/A,gated,active,https://pricepertoken.com/pricing-page/model/mistral-ai-pixtral-large-2411,Frontier-class multimodal model. 124B parameters. 1B-parameter visual encoder. Mistral Research License for research; Commercial License for commercial use.
Alibaba,QwQ-32B-Preview,2024-11-28,32768,N/A,N/A,N/A,N/A,N/A,open,deprecated,https://huggingface.co/Qwen/QwQ-32B-Preview,First reasoning model in Qwen family. Competes with o1-preview. AIME and MATH benchmarks outperform o1-preview. 32B parameters. Apache 2.0. ```
OpenAI,o1 (o1-2024-12-17),2024-12-05,200000,15,60,12,48.9,92.4,closed,active,https://openai.com/index/o1-and-new-tools-for-developers/,"Full o1 model. 100K max output. Improved reasoning over preview. Added tool use (function calling), structured outputs, and vision. MMLU 92.4%."
Meta AI,Llama 3.3 70B,2024-12-06,128000,0.23,0.4,N/A,N/A,86,open,active,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,"Released December 6, 2024. Text-only instruction-tuned model. 70B parameters but achieves performance comparable to Llama 3.1 405B at much lower serving cost. 128K context. MMLU 5-shot CoT: ~86.0% (improved post-training over 3.1 70B). MMLU-Pro CoT: 66.4%. Trained on 15T+ tokens. Llama 3.3 license. API pricing: ~$0.04-0.23/1M input, $0.40/1M output. Trained on 39.3M GPU hours on H100. Net-zero emissions. Multilingual: EN, DE, FR, IT, PT, HI, ES, TH. Source: https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct"
DeepSeek,DeepSeek-VL2,2024-12-13,4096,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/deepseek-ai/deepseek-vl2,"4.5B activated parameters (LLM: 4.1B, VE: 0.4B). OCRBench: 811. DocVQA: 93.3. ChartQA: 86.0. InfoVQA: 78.1. TextVQA: 84.2. RefCOCO val: 95.1. Best OCR performance, competitive with GPT-4o on document tasks."
DeepSeek,DeepSeek-VL2-Small,2024-12-13,4096,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/deepseek-ai/deepseek-vl2,2.8B activated parameters. OCRBench: 834. DocVQA: 92.3. ChartQA: 84.5. InfoVQA: 75.8. TextVQA: 83.4. RefCOCO val: 93.9. Strong performance on document-centric tasks.
DeepSeek,DeepSeek-VL2-Tiny,2024-12-13,4096,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/deepseek-ai/deepseek-vl2,"Advanced MoE vision-language model. 1.0B activated parameters (LLM: 0.57B, VE: part of 3B total). OCRBench: 809. DocVQA: 88.9. ChartQA: 81.0. InfoVQA: 66.1. RefCOCO val: 84.7."
DeepSeek,DeepSeek-V3,2024-12-26,128000,0.14,0.28,47.5,42,88.5,open,deprecated,https://github.com/deepseek-ai/DeepSeek-V3,"Flagship 671B MoE model, 37B active. Trained on 14.8T tokens. Auxiliary-loss-free load balancing. Multi-Token Prediction (MTP). Training cost ~$5.58M over 2 months. HumanEval-Mul: 82.6%. LiveCodeBench: 40.5%. MATH-500: 90.2%. DROP: 91.6. Training on 14.8T tokens. MIT license. One of the most impactful open-source releases �?? directly challenged GPT-4o at fraction of cost."
Mistral AI,Codestral 2501,2025-01-13,256000,0.3,0.9,N/A,N/A,N/A,gated,active,https://docs.mistral.ai/getting-started/changelog,Updated Codestral release. January 2025 version. 256K context.
MiniMax,MiniMax-Text-01,2025-01-15,1000000,0.26,1.43,N/A,N/A,4,open,active,https://huggingface.co/MiniMaxAI/MiniMax-Text-01,"Foundation model. 456B total parameters, 45.9B activated per token. 80 layers. Lightning Attention + Softmax Attention hybrid (7:1 ratio). 32 experts, top-2 routing. RoPE with base 10,000,000. Trained on 14.8T tokens. MIT license. First model to achieve 1M context via Lightning Attention. GPT-4/Claude-3.5 competitive performance."
MiniMax,MiniMax-VL-01,2025-01-15,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/MiniMax-AI/MiniMax-01,Vision-language companion to Text-01. ViT module integrated. 512B vision-language tokens through four-stage training. Released alongside Text-01.
DeepSeek,DeepSeek-R1,2025-01-20,128000,0.55,2.19,N/A,49.2,90.8,open,active,https://github.com/deepseek-ai/DeepSeek-R1,"Landmark reasoning model. 671B MoE, 37B active. Rivaled OpenAI o1. MMLU: 90.8%. AIME 2024: 79.8%. MATH-500: 97.3%. Codeforces: 2029 rating (96.3 percentile). Multi-stage training: cold-start SFT �?? RL �?? rejection sampling �?? final RL. Visible chain-of-thought. Broader impact: wiped ~$1T from US markets, Nvidia dropped 17%. MIT license. Distillable to smaller models."
DeepSeek,DeepSeek-R1-Distill-Llama-70B,2025-01-20,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/deepseek-ai,70B distilled variant. Strong performance comparable to much larger non-distilled models.
DeepSeek,DeepSeek-R1-Distill-Llama-8B,2025-01-20,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/deepseek-ai,Distilled to Llama-8B base.
DeepSeek,DeepSeek-R1-Distill-Qwen-1.5B,2025-01-20,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Distilled from R1 to Qwen-1.5B. Outperformed Qwen-32B-Preview on reasoning tasks. Demonstrated effective knowledge transfer from large teacher model.
DeepSeek,DeepSeek-R1-Distill-Qwen-14B,2025-01-20,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/deepseek-ai,14B distilled variant.
DeepSeek,DeepSeek-R1-Distill-Qwen-32B,2025-01-20,128000,N/A,N/A,N/A,N/A,N/A,open,deprecated,https://huggingface.co/deepseek-ai,"32B distilled variant. Groq deprecated this model Apr 2025, recommending qwen-qwq-32b instead."
DeepSeek,DeepSeek-R1-Distill-Qwen-7B,2025-01-20,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/deepseek-ai,7B distilled reasoning model. Strong math and coding performance relative to size.
DeepSeek,DeepSeek-R1-Zero,2025-01-20,128000,N/A,N/A,N/A,N/A,N/A,open,deprecated,https://github.com/deepseek-ai/DeepSeek-R1,"Pure RL-based reasoning model �?? trained exclusively with reinforcement learning, no SFT cold start. Explored emergent reasoning capabilities including ""aha moments."" Achieved strong results but suffered from readability and language-mixing issues. Serves as foundation for R1. AIME 2024: ~71%. Part of the landmark Jan 20, 2025 release alongside R1."
Moonshot AI,Kimi K1.5,2025-01-20,128000,N/A,N/A,30,N/A,87.4,closed,active,https://www.moonshot.ai/,"First reasoning model from Moonshot AI. Claimed to match OpenAI o1 performance in math, coding, and multimodal reasoning. MATH-500: 96.2%, C-Eval: 88.3%, IFEval: 87.2%. Multimodal capabilities (text + image)."
ByteDance,Doubao-1.5-Lite-32k,2025-01-22,32000,0.04,0.08,N/A,N/A,N/A,closed,active,https://www.volcengine.com/product/doubao,Lightweight variant. Input: RMB 0.3/1M. Cache: RMB 0.06/1M. Output: RMB 0.6/1M. ```
ByteDance,Doubao-1.5-Pro-256k,2025-01-22,256000,0.5,1.23,N/A,N/A,N/A,closed,deprecated,https://www.volcengine.com/product/doubao,Long context variant. 256K context window. ```
ByteDance,Doubao-1.5-Pro-32k,2025-01-22,32000,0.11,0.27,N/A,N/A,N/A,closed,deprecated,https://www.volcengine.com/product/doubao,Sparse MoE architecture. Performance equivalent to dense models with 7x activation params. 50% gross margin. Cache hits: RMB 0.16/1M. Exchange rate: 1 USD = 7.30 RMB (Jan 2025). ```
Alibaba,Qwen2.5-VL-72B-Instruct,2025-01-26,131072,0.41,0.41,N/A,N/A,N/A,open,active,https://huggingface.co/Qwen/Qwen2.5-VL-72B-Instruct,Vision-language. Visual agent capabilities. Qwen2.5-VL-7B-Instruct: $0.20/1M output. ```
Alibaba,Qwen2.5-14B-Instruct-1M,2025-01-27,1000000,N/A,N/A,N/A,N/A,80,open,active,https://huggingface.co/Qwen/Qwen2.5-14B-Instruct-1M,1M context. Apache 2.0. ```
Alibaba,Qwen2.5-7B-Instruct-1M,2025-01-27,1000000,N/A,N/A,N/A,N/A,74,open,active,https://huggingface.co/Qwen/Qwen2.5-7B-Instruct-1M,1M context window using dual chunk attention + YaRN. Technical report: 2501.15383. ```
Alibaba,Qwen2.5-Max,2025-01-29,32768,1.6,6.4,N/A,N/A,76.1,closed,active,https://chat.qwen.ai,"Proprietary MoE model. Pretrained on 20T+ tokens. Arena-Hard: 89.4. LiveBench: 62.2. GPQA-Diamond: 60.1. LiveCodeBench: 38.7. Ranked #7 overall Chatbot Arena, #1 in math and coding. Surpasses DeepSeek-V3. ```"
Mistral AI,Mistral Small 3,2025-01-30,128000,0.1,0.3,150,N/A,80.62,open,active,https://designforonline.com/ai-models/mistral-mistral-small-3/,24B parameters. Apache 2.0 license. Designed for efficient deployment. MMLU 80.62% (5-shot). Positioned against GPT-4o Mini and Claude 3.5 Haiku.
OpenAI,o3,2025-01-31,200000,10,40,10,71.6,92.9,closed,active,https://openai.com/index/o3-mini-announcement/,Full o3 model. More capable than o3-mini. Strong performance on coding benchmarks (SWE-bench Verified 71.6%).
OpenAI,o3-mini,2025-01-31,200000,1.1,4.4,55,49.3,86.9,closed,active,https://openai.com/index/o3-mini-announcement/,Cost-efficient reasoning model. Supports adjustable reasoning effort (low/medium/high). 100K max output. Superior to o1-mini at lower price.
OpenAI,o3-mini (high reasoning effort),2025-01-31,200000,1.1,4.4,25,61.6,86.9,closed,active,https://openai.com/index/o3-mini-announcement/,o3-mini with high reasoning effort setting. Better results on complex tasks at cost of latency.
Google DeepMind,Gemini 2.0 Flash,2025-02-05,1000000,0.1,0.4,257,51.8,N/A,closed,deprecated,https://ai.google.dev/gemini-api/docs/changelog,"Released February 5, 2025 as GA. 1M token context. Multimodal (text, image, audio, video). SWE-bench Verified: 51.8% (per anotherwrapper.com). Throughput: 257 tok/s. Deprecated February 2026 (planned). Replaced by 2.5 Flash. Native image generation capability added March 2025. Pricing: $0.10/1M input (text/image/video), $0.40/1M output. Batch: $0.05/1M input, $0.20/1M output. Source: https://anotherwrapper.com/tools/llm-pricing/gemini-20-flash"
Google DeepMind,Gemini 2.0 Pro Experimental,2025-02-05,2000000,N/A,N/A,N/A,N/A,N/A,closed,deprecated,https://ai.google.dev/gemini-api/docs/changelog,"Released February 5, 2025 as experimental. 2M token context window �?? largest among Gemini 2.0 models. Aimed at complex reasoning and coding. Replaced by Gemini 2.5 Pro. Pricing: experimental models were free-tier only. Source: https://www.vals.ai/models/google_gemini-2.0-pro-exp-02-05"
Mistral AI,Mistral Saba,2025-02-17,32000,N/A,N/A,N/A,N/A,N/A,open,active,https://docs.mistral.ai/getting-started/changelog,Specialized model for Arabic language and South Asian languages. Retirement: 2025-09-30.
xAI,Grok-3,2025-02-17,131072,3,15,50,N/A,89.2,closed,active,https://x.ai/blog/grok-3,"First dedicated reasoning model from xAI. Trained on Colossus supercluster (200K+ GPUs, 10x compute of Grok-2). ""Think"" mode for chain-of-thought reasoning. DeepSearch for agentic web scanning. AIME 93%, GPQA competitive. Knowledge cutoff November 2024. Chatbot Arena Elo ~1402."
xAI,Grok-3-fast,2025-02-17,131072,3,15,75,N/A,89,closed,active,https://docs.x.ai/,High-speed variant of Grok-3. Optimized for enterprise tasks.
xAI,Grok-3-mini,2025-02-17,131072,0.3,0.5,90,N/A,85,closed,active,https://x.ai/blog/grok-3,Lightweight reasoning model. 10x cheaper than Grok-3. Good for simpler reasoning tasks.
xAI,Grok-3-mini-fast,2025-02-17,131072,0.6,4,120,N/A,84,closed,active,https://docs.x.ai/,Fast variant of Grok-3-mini. Higher throughput for latency-sensitive applications.
Anthropic,Claude 3.7 Sonnet,2025-02-24,200000,3,15,N/A,N/A,N/A,closed,deprecated,https://cloudprice.net/models/anthropic-claude-3-7-sonnet-thinking,"First Claude with explicit chain-of-thought reasoning (extended thinking mode). Reasoning model �?? additional ""extended thinking mode"" when turned on allows Claude to think before answering. Max output 64K tokens. Deprecating 2026-05-05."
Google DeepMind,Gemini 2.0 Flash-Lite,2025-02-25,1000000,N/A,N/A,N/A,N/A,N/A,closed,deprecated,https://ai.google.dev/gemini-api/docs/changelog,"Released February 25, 2025. GA status. Optimized for lowest latency and cost in the 2.0 family. 1M token context. Superseded by 2.5 Flash-Lite. Source: changelog shows ""Released gemini-2.0-flash-lite, Gemini 2.0 Flash-Lite's GA"" on Feb 25, 2025."
OpenAI,gpt-4.5,2025-02-27,128000,75,150,20,46.3,90.2,closed,retired,https://openai.com/index/gpt-4-5-preview/,"Research preview. Largest, most expensive OpenAI model. Unsupervised learning scaled up. API access removed July 14, 2025. ChatGPT Pro users can still access under ""Legacy Models."" Pricing was $75/$150 (later reduced to $60/$120 for some tiers)."
NVIDIA,Nemotron-H 47B,2025-03-01,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://research.nvidia.com/publication/2025-03_nemotron-h,"Hybrid Mamba-Transformer models. Released March-June 2025. Sizes: 8B, 47B, 4B-128K. First hybrid architecture from NVIDIA for inference efficiency. Research release. Source: https://www.interconnects.ai/p/why-nvidia-builds-open-models-with"
OpenAI,o1-pro,2025-03-01,200000,150,600,5,55,93.1,closed,active,https://openai.com/o1-pro/,Most capable reasoning model. Uses more compute for deeper reasoning. Available via API and ChatGPT Pro. 10x more expensive than o1.
Alibaba,QwQ-32B,2025-03-05,131072,0.29,0.59,55,N/A,N/A,open,active,https://huggingface.co/Qwen/QwQ-32B,Expanded context to 131K. Matches DeepSeek-R1-671B on math/coding. Based on Qwen2.5-32B. Trained with RL on outcome-based rewards. Apache 2.0. ```
Ant Group,Ling-Lite,2025-03-07,8192,N/A,N/A,5869,N/A,70.88,open,active,https://github.com/inclusionAI/Ling,"16.8B parameters, 2.75B activated (MoE). MMLU-Redux: 65.67 (Base), 70.35 (Instruct). MMLU-Pro: 41.47 (Base), 49.19 (Instruct). Arena-Hard: 42.09 (Instruct). Comparable to Qwen2.5-7B. Apache 2.0 / MIT license. ```"
Ant Group,Ling-Plus,2025-03-07,32768,N/A,N/A,4857,N/A,82.33,open,active,https://github.com/inclusionAI/Ling,"290B parameters, 28.8B activated (MoE). MMLU-Redux: 83.90. MMLU-Pro: 67.57. GPQA: 43.81. Arena-Hard: 74.25. Comparable to DeepSeek-V2.5 and Qwen2.5-72B. BFCL-v2 tool use: 74.90%. MIT license. ```"
Google DeepMind,Gemma 3 12B,2025-03-10,128000,N/A,N/A,N/A,N/A,72,open,active,https://ai.google.dev/gemma/docs/releases,"Released March 10, 2025. 12B parameters. Vision-capable. 128K context. MMLU ~72.0% (estimated). Outperforms Llama-4-5B and o3-mini on some benchmarks per Google claims. Source: https://www.thehindu.com/sci-tech/technology/google-releases-gemma-3-its-most-advanced-compact-ai-model/article69324750.ece"
Google DeepMind,Gemma 3 1B,2025-03-10,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://ai.google.dev/gemma/docs/releases,"Third generation Gemma. Released March 10, 2025. 1B, 4B, 12B, 27B sizes. First vision-capable Gemma (4B+). 128K context window on larger variants. Multilingual (35+ languages). MMLU varies by size. Built on Gemini 2.0 technology. Source: https://www.thehindu.com/sci-tech/technology/google-releases-gemma-3-its-most-advanced-compact-ai-model/article69324750.ece"
Google DeepMind,Gemma 3 27B,2025-03-10,128000,N/A,N/A,N/A,N/A,78.5,open,active,https://ai.google.dev/gemma/docs/releases,"Largest Gemma 3 variant. Released March 10, 2025. 27B parameters. Vision-capable. 128K context. MMLU ~78.5% (estimated). Competes with larger open models on single-GPU deployments. Source: https://ai.google.dev/gemma/docs/releases"
Google DeepMind,Gemma 3 4B,2025-03-10,128000,N/A,N/A,N/A,N/A,62,open,active,https://ai.google.dev/gemma/docs/releases,"Released March 10, 2025. 4B parameters. Vision-capable (first in Gemma family). 128K context. MMLU ~62.0% (estimated from comparable sizes). Source: https://ai.google.dev/gemma/docs/releases"
Google DeepMind,ShieldGemma 2,2025-03-10,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://ai.google.dev/gemma/docs/releases,"Safety classifier model. Released alongside Gemma 3 (March 10, 2025). Filters sexually explicit, dangerous, and violent images. Initial ShieldGemma released July 31, 2024. Source: https://ai.google.dev/gemma/docs/releases"
Mistral AI,Mistral Small 3.1,2025-03-17,128000,0.1,0.3,150,N/A,80.62,open,active,https://docs.mistral.ai/models/mistral-small-3-1-25-03,"24B parameters. Enhanced text performance, multimodal processing. Image understanding capabilities. Apache 2.0 license."
NVIDIA,Llama-3.3-Nemotron-Super 49B,2025-03-18,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://build.nvidia.com/nvidia/llama-3_3-nemotron-super-49b-v1,"Post-trained from Llama-3.3-70B-Instruct. Released March 18, 2025. 49B parameters (NAS-distilled from 70B). 128K context. Reasoning model. Fits on single H200 GPU at high workloads. Multi-phase: SFT + REINFORCE (RLOO) + Online RPO. NVIDIA Open Model License. Source: https://build.nvidia.com/nvidia/llama-3_3-nemotron-super-49b-v1/modelcard"
Alibaba,Qwen2.5-VL-32B-Instruct,2025-03-24,131072,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/Qwen/Qwen2.5-VL-32B-Instruct,Nearly matches Qwen2-VL-72B performance. Apache 2.0. ```
DeepSeek,DeepSeek-V3.1,2025-03-24,128000,0.56,1.68,N/A,54.8,89,open,deprecated,https://huggingface.co/deepseek-ai/DeepSeek-V3.1,Updated V3 with improved tool reasoning and reduced language mixing. Released as V3-0324 on HuggingFace. Addressed user feedback about Chinese words in English responses. SWE-bench Verified: 54.8% (CAISI). MMLU-Pro: 89.0%. GPQA: 79.3%.
Google DeepMind,Gemini 2.5 Pro,2025-03-25,1000000,1.25,10,N/A,63.8,90,closed,active,https://ai.google.dev/gemini-api/docs/changelog,"Released March 25, 2025 (experimental), stable June 17, 2025. Google's most advanced model prior to Gemini 3.0. 1M token context. MMLU ~90%. SWE-bench Verified: 63.8% (Apr 2025, per dirox.com) / ~78% (later evaluations per tokenmix.ai, likely with improved agent setup). Pricing: $1.25/1M input (<=200K), $2.50/1M input (>200K); $10.00/1M output (<=200K), $20.00/1M output (>200K). Built-in ""thinking"" mode. Adaptive thinking capability added June 2025. Source: https://tokenmix.ai/blog/gemini-2-5-pro-review"
Google DeepMind,Gemini 2.5 Pro Preview 03-25,2025-03-25,1000000,N/A,N/A,N/A,63.8,89,closed,deprecated,https://ai.google.dev/gemini-api/docs/changelog,"Initial preview release. Experimental model with thinking mode always enabled. Deprecated June 26, 2025 �?? redirects to stable gemini-2.5-pro."
Alibaba,Qwen2.5-Omni-7B,2025-03-27,32768,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/Qwen/Qwen2.5-Omni-7B,"Multimodal: text, image, audio, video input. Text+audio output. Real-time voice chat. ```"
Moonshot AI,Kimi-VL,2025-04-01,128000,N/A,N/A,35,N/A,72,open,active,https://huggingface.co/moonshotai/Kimi-VL,16B parameter MoE vision-language model (3B active). Open-source under MIT license. Kimi-VL-Thinking variant released June 2025 for reasoning.
Meta AI,Llama 4 Maverick 400B (17B active x128E),2025-04-05,1000000,0.5,0.5,N/A,48.7,85.5,open,active,https://ai.meta.com/blog/llama-4-multimodal-intelligence/,"Released April 5, 2025. MoE: 17B active, 400B total, 128 experts. 1M token context. Multimodal. MMLU 5-shot: 85.5%. MMLU-Pro: 62.9% (Meta) / 80.5% (other evals). SWE-bench Verified: 48.7%. GPQA Diamond: 69.8%. MATH-500: 89.3%. HumanEval: 91.2%. Fits on single H100 host. Llama 4 license. API pricing: ~$0.19-0.50/1M input/output (varies by provider). Knowledge cutoff: August 2024. ~22T training tokens. Distilled from Llama 4 Behemoth (2.9T param teacher, not released). Source: https://ai.meta.com/blog/llama-4-multimodal-intelligence/"
Meta AI,Llama 4 Scout 109B (17B active x16E),2025-04-05,10000000,0.08,0.3,N/A,32.8,79.6,open,active,https://ai.meta.com/blog/llama-4-multimodal-intelligence/,"Released April 5, 2025. MoE architecture: 17B active parameters, 109B total, 16 experts. 10M token context window (industry-leading at release). Multimodal (text + image input). MMLU 5-shot: 79.6%. SWE-bench Verified: 32.8%. MMLU-Pro: 74.3%. GPQA Diamond: 57.2%. Fits on single H100 GPU (INT4). Llama 4 license. API pricing: ~$0.08/1M input, $0.30/1M output (DeepInfra). Knowledge cutoff: August 2024. ~40T training tokens. Not available in EU. Source: https://build.nvidia.com/meta/llama-4-scout-17b-16e-instruct/modelcard"
NVIDIA,Llama-3.1-Nemotron-Ultra 253B,2025-04-07,131072,0.6,1.8,N/A,N/A,88,open,active,https://build.nvidia.com/nvidia/llama-3_1-nemotron-ultra-253b-v1,"Dense Transformer (NOT MoE) �?? all 253B parameters active. Released April 7, 2025. Post-trained from Llama-3.1-405B-Instruct. 128K context window (131K reported by some sources). Reasoning model with ""detailed thinking on/off"" toggle via system prompt. First open-weight model to beat DeepSeek R1 on GPQA Diamond and LiveCodeBench. Fits on single 8xH100 node (FP8). Neural Architecture Search (NAS) compressed from 405B. Multi-phase post-training: SFT (Math, Code, Reasoning, Chat, Tool Calling) + GRPO RL. MMLU: ~88.0% (estimated). API pricing: $0.60/1M input, $1.80/1M output. Trained November 2024�??April 2025. Source: https://build.nvidia.com/nvidia/llama-3_1-nemotron-ultra-253b-v1/modelcard"
OpenAI,gpt-4.1,2025-04-14,1000000,2,8,75,54.6,87.5,closed,active,https://openai.com/index/gpt-4-1/,"Million-token context window. Three variants: gpt-4.1, gpt-4.1-mini ($0.40/$1.60), gpt-4.1-nano ($0.10/$0.40). Improved coding (SWE-bench Verified 54.6%). Replaced GPT-4o for most use cases."
OpenAI,gpt-4.1-mini,2025-04-14,1000000,0.4,1.6,120,48,84.2,closed,active,https://openai.com/index/gpt-4-1/,Balanced cost-performance variant of GPT-4.1. Same 1M context.
OpenAI,gpt-4.1-nano,2025-04-14,1000000,0.1,0.4,200,35,80.1,closed,active,https://openai.com/index/gpt-4-1/,"Fastest, cheapest GPT-4.1 variant. Designed for simple tasks and high-volume applications."
Zhipu AI,GLM-4-32B-0414,2025-04-14,128000,N/A,N/A,200,N/A,N/A,open,active,https://github.com/zai-org/GLM-4,"32B parameter series. Enhanced for agent capabilities: tool usage, web search, code generation. Real-time code generation for HTML/CSS/JS/SVG. MIT license. Released simultaneously with IPO filing announcement. Includes GLM-Z1 inference models. 8x faster inference than DeepSeek-R1 on consumer GPUs via optimized GQA, quantization, speculative sampling."
Zhipu AI,GLM-4-9B-0414,2025-04-14,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/zai-org/GLM-4,Compact 9B variant of 0414 series. MIT license. Strong math and general tasks for resource-constrained environments.
Zhipu AI,GLM-Z1-32B-0414,2025-04-14,128000,N/A,N/A,200,N/A,N/A,open,active,https://github.com/zai-org/GLM-4,Inference-optimized variant. 200 tokens/sec on consumer GPUs. Part of 32B-0414 open-source release.
Zhipu AI,GLM-Z1-Rumination-32B-0414,2025-04-14,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/zai-org/GLM-4,"""Rumination"" reasoning model. Can search internet, use tools, conduct deep analysis, self-verify. Autonomous agent capabilities for complex open-ended queries. Step beyond purely reactive AI."
Ant Group,Ling-Lite-0415,2025-04-15,8192,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/inclusionAI/Ling,Upgraded Ling-Lite. Code and math improvements over 0220 version. ```
OpenAI,o4-mini,2025-04-16,200000,1.1,4.4,60,58.5,88,closed,active,https://platform.openai.com/docs/models/o4-mini,Successor to o3-mini. Improved reasoning with image inputs. Supports reasoning effort parameter. Released April 2025.
Zhipu AI,GLM-4.1V-32B,2025-04-25,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://chats-llm.com/blog/zhipu-glm-4-1v-release,"32B multimodal model. MoE architecture. OCR, captioning, spatial analysis. Open-sourced under MIT license."
Zhipu AI,GLM-4.1V-9B,2025-04-25,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://chats-llm.com/blog/zhipu-glm-4-1v-release,"Multimodal vision model. 9B variant. Released Apr 25, 2025."
Alibaba,Qwen3-0.6B,2025-04-28,32768,N/A,N/A,180,N/A,37.6,open,active,https://huggingface.co/Qwen/Qwen3-0.6B,Dense model. 32K context. Apache 2.0. MMLU-Pro: ~37.6. ```
